SrNo,Region,PostCode,PostName,Department,AgeLimit,PayLevel,ExamLevel,SC,ST,OBC,UR,EWS,Total,ESM,OH,HH,VH,Others
1,CR,CR10126,Stenographer Grade - II,"National Seed Research & Training Centre, Department of Agriculture & Farmers Welfare Ministry of Agriculture &",18-27,Level 6,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
2,CR,CR10226,Laboratory Attendant,"National Seed Research & Training, Centre, Department of Agriculture & Farmers Welfare, Ministry of Agriculture & Farmers",18-27,Level 2,Higher Secondary (10+2),0,0,1,0,0,1,0,0,0,0,0
3,CR,CR10426,Junior Engineer (Quality,"Assurance), Discipline- Vehicle Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),7,1,25,36,1,70,0,0,0,0,0
4,CR,CR10526,Junior Engineer (Quality,"Assurance), Discipline- Engineering Equipment Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),1,1,4,5,0,11,0,0,0,0,0
5,CR,CR10626,Junior Engineer (Quality,"Assurance), Discipline- Electronics Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),9,3,12,46,5,75,0,2,2,0,0
6,CR,CR10726,Junior Engineer (Quality,"Assurance), Discipline- Metals & Explosives, Sub Discipline- Military Explosives Directorate General of Quality Assurance (DGQA), Department of Defence Production,",18-30,Level 6,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
7,CR,CR10826,Junior Engineer (Quality,"Assurance), Discipline- Metals & Explosives, Sub Discipline- Metallurgy Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),2,0,4,5,2,13,0,1,0,0,0
8,CR,CR10926,Junior Engineer (Quality,"Assurance), Discipline- Armament, Sub Discipline- Weapons Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),0,0,4,8,0,12,0,0,0,0,0
9,CR,CR11026,Junior Engineer (Quality,"Assurance), Discipline- Armament, Sub Discipline- Small Arms Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),1,2,2,4,1,10,0,0,0,0,0
10,CR,CR11126,Junior Engineer (Quality,"Assurance), Discipline- Armament, Sub Discipline- Instruments Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),3,1,5,9,1,19,0,0,0,0,0
11,CR,CR11226,Junior Engineer (Quality,"Assurance), Discipline- Armament, Sub Discipline- Ammunition Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),3,2,8,6,0,19,0,0,0,0,0
12,CR,CR11326,"Junior Engineer,","Discipline- Store, Sub Discipline- Gentex Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),1,1,2,3,1,8,0,0,0,0,0
13,CR,CR11426,Scientific Assistant,"Discipline- Metals & Explosives, Sub discipline- Military Explosives Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),3,1,6,9,1,20,0,0,0,0,0
14,CR,CR11526,"Scientific Assistant,","Discipline- Metals & Explosives, Sub discipline- Metallurgy Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),1,0,1,1,0,3,0,0,1,0,0
15,CR,CR11626,Scientific Assistant,"Discipline- Store, Sub discipline- Chemistry Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),0,1,0,3,1,5,0,1,0,0,0
16,CR,CR11726,"Scientific Assistant ,","Discipline- Store, Sub discipline- Gentex Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),2,1,3,2,1,9,0,0,0,0,0
17,CR,CR11826,Scientific Assistant Discipline- Vehicle,"Directorate General of Quality Assurance (DGQA), Department of Defence",18-30,Level 6,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
18,CR,CR11926,Drilling Assistant Grade I,"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
19,CR,CR12026,Laboratory Assistant Grade I (Geology),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
20,CR,CR12126,Lab. Assistant Grade III (Geology),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,1,3,0,4,0,0,0,0,0
21,CR,CR12226,Lab. Assistant (Geophysics) Grade III,"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
22,CR,CR12326,Stenographer Grade - II,"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,3,0,3,0,0,0,0,0
23,CR,CR12426,Store Clerk,"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
24,CR,CR12526,Accountant,"Geological Survey of India, Ministry of Mines",,,,0,0,0,1,0,1,0,0,0,0,0
25,CR,CR12626,Store Attendant,"Geological Survey of India, Ministry of Mines",,,,0,0,0,1,0,1,0,0,0,0,0
26,CR,CR12726,Research Assistant,"National Centre for Vector Borne Diseases Control, Directorate General of Health Services (DGHS), Department of Health and",18-30,Level 6,Graduation & Above,0,1,0,0,0,1,0,0,0,0,0
27,CR,CR12826,Senior Scientific Assistant (Physics),"National Research Laboratory for Conservation of Cultural Property (NRLC), Ministry of Culture",18-30,Level 6,Graduation & Above,0,1,0,0,0,1,0,0,0,0,0
28,CR,CR12926,Library and Information Assistant,"National Research Laboratory for Conservation of Cultural Property (NRLC), Ministry of Culture",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
29,CR,CR13026,Scientific Assistant,"Central Water Commission, Department of Water Resources, River Development and Ganga",18-30,Level 6,Graduation & Above,1,1,5,3,2,12,0,1,0,0,0
30,CR,CR13126,Library Attendant,"Central Soil and Materials Research Station (CSMRS), Department of Water Resources, River Development and Ganga",18-27,Level 1,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
31,CR,CR13226,Mechanic,"Central Soil and Materials Research Station (CSMRS), Department of Water Resources, River Development and Ganga",18-27,Level 1,Matriculation (10th),0,0,1,0,0,1,0,0,0,0,0
32,CR,CR13326,Field-cum-Laboratory Attendant,"National Centre for Organic and Natural Farming , Department of Agriculture & Farmers Welfare, Ministry of Agriculture & Farmers",18-25,Level 1,Matriculation (10th),0,1,0,0,0,1,0,0,0,0,0
33,CR,CR13426,Senior Research Assistant,"Central Water Commission, Department of Water Resources, River Development and Ganga",18-30,Level 7,Graduation & Above,2,2,1,8,0,13,0,0,0,0,0
34,CR,CR13526,Senior Scientific Assistant (Explosives),"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
35,CR,CR13626,Senior Scientific Assistant (Chemistry),"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
36,CR,CR13726,Laboratory Attendant,"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-27,Level 1,Matriculation (10th),0,0,1,1,1,3,1,0,0,0,0
37,CR,CR13826,Junior Engineer,"Central Silk Board, Ministry of Textiles",,,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
38,CR,CR13926,"Store Keeper, Grade-II","Central Soil and Materials Research Station, Department of Water Resources, River Development and Ganga",18-27,Level 4,Higher Secondary (10+2),0,0,1,0,0,1,0,0,0,0,0
39,ER,ER10126,Library and Information Assistant,"Botanical Survey of India, Ministry of Environment &",18-30,Level 6,Graduation & Above,0,1,1,1,0,3,0,0,0,0,0
40,ER,ER10226,Preservation Assistantcum-Garden Overseer,"Botanical Survey of India, Ministry of Environment &",18-27,Level 4,Graduation & Above,1,1,1,0,0,3,0,0,0,0,0
41,ER,ER10326,Senior Preservation Assistant,"Botanical Survey of India, Ministry of Environment &",18-27,Level 5,Graduation & Above,0,0,0,6,0,6,0,0,0,0,0
42,ER,ER10426,Technical Assistant,"Botanical Survey of India, Ministry of Environment &",18-30,Level 6,Graduation & Above,0,0,1,3,0,4,0,0,0,0,0
43,ER,ER10526,Botanical Assistant,"Botanical Survey of India, Ministry of Environment &",18-30,Level 6,Graduation & Above,0,0,1,0,0,1,0,0,0,0,0
44,ER,ER10626,Laboratory Assistant,"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-27,Level 5,Graduation & Above,0,0,0,3,0,3,0,0,1,0,0
45,ER,ER10726,Senior Scientific Assistant (Biology),"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-30,Level 6,Graduation & Above,0,0,0,2,0,2,0,0,0,0,0
46,ER,ER10826,Senior Scientific Assistant (Chemistry),"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-30,Level 6,Graduation & Above,0,0,1,0,0,1,0,0,0,0,0
47,ER,ER10926,Laboratory Attendant,"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-27,Level 1,Matriculation (10th),0,0,1,0,0,1,0,0,0,0,0
48,ER,ER11126,Stenographer (Grade-I),"Central Silk Board, Ministry of Textiles",,,,0,0,0,2,0,2,0,0,0,0,0
49,ER,ER11326,Field Assistant,"Central Silk Board, Ministry of Textiles",,,,1,1,1,2,0,5,0,0,0,0,0
50,ER,ER11426,Scientific Assistant,Directorate General of,22-28,Level 5,Graduation & Above,0,1,0,1,0,2,0,0,0,0,0
51,ER,ER11526,Mechanic (Electric cum,"Laboratory Equipment) Directorate of Plant Protection, Quarantine & Storage, Department of Agriculture & Farmers Welfare, Ministry of",18-25,Level 4,Higher Secondary (10+2),0,0,1,1,0,2,0,0,0,0,0
52,ER,ER11626,Draftsman (Junior),"FOREST SURVEY OF INDIA, Ministry of Environment &",18-28,Level 6,Higher Secondary (10+2),1,0,0,0,0,1,0,0,1,0,0
53,ER,ER11726,Fieldman,"FOREST SURVEY OF INDIA, Ministry of Environment &",18-27,Level 2,Higher Secondary (10+2),3,0,0,6,0,9,0,0,0,0,0
54,ER,ER11826,Deputy Ranger,"FOREST SURVEY OF INDIA, Ministry of Environment &",18-27,Level 4,Higher Secondary (10+2),0,0,0,6,1,7,0,0,0,0,0
55,ER,ER11926,Lab. Assistant Gr. III (Geophysics),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
56,ER,ER12026,Junior Technical Assistant (Geology),"Geological Survey of India, Ministry of Mines",,,,2,0,3,8,0,13,0,0,1,1,0
57,ER,ER12126,Junior Technical Assistant (Geophysics),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,1,0,1,0,1,0,0,0
58,ER,ER12226,Drilling Assistant Grade II,"Geological Survey of India,",18-25,Level 3,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
59,ER,ER12326,Drilling Assistant Grade I,"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
60,ER,ER12426,Technical Operator,,18-25,Level 2,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
61,ER,ER12526,Laboratory Assistant Grade III (Chemical),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
62,ER,ER12626,Lab. Assistant Gr. III (Geology),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,3,0,3,0,0,0,0,0
63,ER,ER12726,Junior Technical Assistant (Drilling),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),2,1,6,16,0,25,0,0,0,0,0
64,ER,ER12826,Personal Assistant,"Geological Survey of India, Ministry of Mines",,,,3,1,9,36,2,51,0,2,0,1,1
65,ER,ER12926,Accountant,"Geological Survey of India, Ministry of Mines",,,,0,0,0,1,0,1,0,0,0,0,0
66,ER,ER13026,Lab Assistant Gr.I (Geophysics),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
67,ER,ER13126,Stores Clerk,"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,4,1,5,0,0,0,0,0
68,ER,ER13226,Store Attendant,"Geological Survey of India, Ministry of Mines",,,,0,0,1,1,1,3,0,0,0,0,0
69,ER,ER13326,Store Keeper-cumCaretaker,"National Museum of Natural History, Ministry of Environment & Forests and Climate Change",18-25,Level 4,Higher Secondary (10+2),0,0,1,0,0,1,0,0,0,0,0
70,ER,ER13426,Laboratory Assistant,"National Test House, Department of Consumer Affairs, Ministry of",18-25,Level 3,Higher Secondary (10+2),0,0,1,1,0,2,0,0,0,0,0
71,ER,ER13526,Artist Grade I,"Zoological Survey of India , Ministry of Environment &",18-30,Level 6,Graduation & Above,4,1,6,11,0,22,0,0,0,0,1
72,ER,ER13626,Taxidermist Grade III,"Zoological Survey of India , Ministry of Environment &",18-27,Level 5,Higher Secondary (10+2),1,0,2,5,1,9,0,0,0,0,0
73,ER,ER13726,Field Collector,"Zoological Survey of India , Ministry of Environment &",18-27,Level 3,Higher Secondary (10+2),2,1,4,9,1,17,1,0,1,0,0
74,ER,ER13826,Motor Driver (Ordinary Grade),"Zoological Survey of India , Ministry of Environment &",18-25,Level 2,Matriculation (10th),1,0,0,0,0,1,0,0,0,0,0
75,ER,ER13926,Senior Zoological Assistant,"Zoological Survey of India , Ministry of Environment &",18-30,Level 6,Graduation & Above,1,2,2,4,1,10,0,0,0,0,1
76,ER,ER14026,Field Attendant (with Multi-tasking),"Zoological Survey of India , Ministry of Environment &",18-25,Level 1,Matriculation (10th),1,1,2,9,0,13,1,0,0,0,0
77,ER,ER14126,Photographer Grade III,"Zoological Survey of India , Ministry of Environment &",18-25,Level 4,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
78,ER,ER14226,Office Attendant (MultiTasking Staff),"Zoological Survey of India , Ministry of Environment &",18-25,Level 1,Matriculation (10th),2,1,5,7,1,16,1,0,0,0,1
79,ER,ER14326,Senior Draughtsman,"Farakka Barrage Project, Department of Water Resources, River Development and Ganga",18-30,Level 6,Higher Secondary (10+2),1,0,1,0,0,2,0,0,0,0,0
80,ER,ER14426,Field-cum-Laboratory Attendant,"National Centre for Organic and Natural Farming , Department of Agriculture & Farmers Welfare, Ministry of Agriculture & Farmers",18-25,Level 1,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
81,ER,ER14526,Accountant,"Natural Centre for Organic and Natural Farming , Department of Agriculture & Farmers Welfare, Ministry of Agriculture & Farmers",18-27,Level 5,Graduation & Above,1,0,0,0,0,1,0,0,0,0,0
82,KKR,KK10126,PROCESSING CUM,"QUALITY ASSURANCE SUPERVISOR National Institute of Fisheries Post Harvest Technology and Training , Department of Fisheries, Ministry of Fisheries,",18-30,Level 6,Graduation & Above,1,0,0,2,0,3,0,0,0,0,0
83,KKR,KK10226,STENOGRAPHER,,18-30,Level 6,Graduation & Above,1,0,1,3,0,5,0,0,0,0,0
84,KKR,KK10326,SENIOR TECHNICAL ASSISTANT (CHEMICAL),"Central Ground Water Board, Department of Water Resources, River Development and Ganga",18-30,Level 7,Graduation & Above,0,0,2,1,0,3,0,0,0,0,0
85,KKR,KK10426,SENIOR TECHNICAL,"ASSISTANT(HYDROGEOL OGY) Central Ground Water Board, Department of Water Resources, River Development and Ganga",18-30,Level 7,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
86,KKR,KK10526,MARKETING ASSISTANT,"National Institute of Fisheries Post Harvest Technology and Training , Department of Fisheries, Ministry of Fisheries,",18-30,Level 6,Graduation & Above,0,0,0,1,1,2,0,0,0,0,0
87,KKR,KK10626,ASSISTANT,SUPERINTENDENT,18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
88,KKR,KK10726,SENIOR ARTIST,"Central Silk Board, Ministry of Textiles",,,,0,0,0,1,0,1,0,0,0,0,0
89,KKR,KK10826,ASSISTANT,SUPERINTENDENT,18-30,Level 6,Graduation & Above,2,0,1,3,1,7,0,0,1,0,0
90,KKR,KK10926,STENOGRAPHER,,18-25,Level 4,Graduation & Above,0,0,0,1,1,2,0,0,0,0,0
91,KKR,KK11026,INSTRUCTOR (ELECTRONICS),"Central Institute of Fisheries, Nautical and Engg. Training, Department of Fisheries, Ministry of Fisheries, Animal Husbandry and Dairying",18-30,Level 6,Graduation & Above,1,0,0,0,0,1,0,0,0,0,0
92,KKR,KK11226,ACCOUNTANT,"National Centre For Organic And Natural Farming, Department of Agriculture & Farmers Welfare, Ministry of Agriculture & Farmers",18-27,Level 5,Graduation & Above,0,0,0,1,0,1,1,0,0,0,0
93,KKR,KK11326,DEPUTY RANGER,"Forest Survey of India, Ministry of Environment &",18-27,Level 4,Higher Secondary (10+2),1,0,1,6,1,9,0,0,0,0,0
94,KKR,KK11426,AGRICULTURE ASSISTANT,"Central Cattle Breeding Farm Hessaraghatta, Department of Animal Husbandry and Dairying, Ministry of Fisheries,",18-28,Level 5,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
95,KKR,KK11526,INSPECTOR (SILK),"Central Silk Board, Ministry of Textiles",,,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
96,KKR,KK11626,JUNIOR ENGINEER,"Central Silk Board, Ministry of Textiles",,,Higher Secondary (10+2),1,0,1,1,1,4,0,0,1,0,0
97,KKR,KK11726,LABORATORY ASSISTANT,"National Centre For Organic And Natural Farming , Dept. of Agriculture & Farmers",18-25,Level 2,Higher Secondary (10+2),0,0,1,0,0,1,0,0,0,0,0
98,KKR,KK11826,LABORATORY ASSISTANT,"Central Frozen Semen Production Training Institute, Centre Of Excellence For Animal Husbandry , Dept. of Animal Husbandry and Dairying, Ministry of Fisheries,",18-27,Level 2,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
99,KKR,KK11926,LABORATORY ATTENDANT,"Central Ground Water Board, Department of Water Resources, River Development and Ganga",18-27,Level 1,Matriculation (10th),1,0,3,7,2,13,0,0,1,0,0
100,KKR,KK12026,FIELD ASSISTANT,"Central Institute of Coastal Engineering for Fishery, Department of Fisheries, Ministry of Fisheries,",18-25,Level 2,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
101,KKR,KK12126,STENOGRAPHER,"(GRADE-III) Petroleum And Explosives Safety Organisation, O/o Chief Controller of Explosives, Department for Promotion of Industry and",18-25,Level 4,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
102,KKR,KK12226,LOWER DIVISION CLERK,"Petroleum And Explosives Safety Organisation, O/o Chief Controller of Explosives, Nagpur , Dept. for Promotion of Industry and Internal Trade, M/o",18-25,Level 2,Matriculation (10th),1,0,0,1,1,3,0,0,0,0,0
103,KKR,KK12326,LABORATORY ATTENDANT,"Regional Museum Of Natural History, National Museum of Natural History, Ministry of Environment &",18-25,Level 1,Matriculation (10th),1,0,0,0,0,1,0,0,0,0,0
104,KKR,KK12426,DRILLER,"Central Institute of Coastal Engineering for Fishery, Department of Fisheries, Ministry of Fisheries,",18-25,Level 4,Matriculation (10th),0,0,1,1,0,2,0,0,0,0,0
105,KKR,KK12526,FIELD ASSISTANT,"Central Silk Board, Ministry of Textiles",,,,1,0,1,2,1,5,1,0,1,0,0
106,KKR,KK12626,LABORATORY ATTENDANT,"Centre of Excellence for Animal Husbandry Central & Poultry Development Organisation, Department of Animal Husbandry and Dairying, Ministry of Fisheries, Animal Husbandry and Dairying",18-27,Level 1,Matriculation (10th),1,0,0,0,0,1,0,0,0,0,0
107,KKR,KK12726,LABORATORY ATTENDANT,"Central Frozen Semen Production Training Institute, Centre of Excellence for Animal Husbandry , Department of Animal Husbandry and Dairying, Ministry of Fisheries,",18-27,Level 1,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
108,KKR,KK12826,PROOF READER,Department of Official,18-27,Level 5,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
109,KKR,KK12926,ASSISTANT (LEGAL),"Legislative Department, Ministry of Law & Justice",,,,1,0,1,2,1,5,0,0,0,1,0
110,KKR,KK13026,ASSISTANT (PRINTING),"Legislative Department, Ministry of Law & Justice",,,,0,0,1,1,0,2,0,0,0,0,0
111,KKR,KK13126,RESEARCH ASSISTANT,"Intelligence Bureau, Ministry of Home Affairs",,,,0,0,0,1,0,1,0,1,0,0,0
112,KKR,KK13226,COPY HOLDER,"Legislative Department, Ministry of Law & Justice",,,Higher Secondary (10+2),0,0,1,1,0,2,0,0,1,0,0
113,KKR,KK13326,COPY HOLDER,"Official Languages Wing, Legislative Department,",18-27,Level 2,Higher Secondary (10+2),1,0,0,0,0,1,0,0,0,0,0
114,KKR,KK13426,SENIOR TECHNICAL ASSISTANT (PRINTING),Office of the Registrar,18-30,Level 6,Higher Secondary (10+2),1,0,2,7,1,11,0,0,0,1,0
115,KKR,KK13526,JUNIOR TECHNICAL OFFICER,National Crime Records,18-30,Level 6,Higher Secondary (10+2),3,1,2,8,3,17,0,0,0,0,0
116,KKR,KK13626,STORE KEEPER GRADE-I,"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-25,Level 4,Higher Secondary (10+2),0,0,0,1,0,1,0,1,0,0,0
117,KKR,KK13726,SURVEYOR,"Survey Of India , Department of Science and Technology, Ministry of",18-30,Level 6,Graduation & Above,29,14,53,81,20,197,0,2,3,0,3
118,KKR,KK13826,LOWER DIVISION CLERK,"Petroleum And Explosives Safety Organisation, O/O Joint Chief Controller Of Explosives, Department for Promotion of Industry and",18-25,Level 2,Matriculation (10th),0,0,2,1,0,3,1,0,0,0,0
119,KKR,KK13926,SENIOR SCIENTIFIC ASSISTANT (PHYSICS),"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
120,KKR,KK14026,NURSING ORDERLY,Regional Leprosy Training And Research Institute,18-27,Level 1,Matriculation (10th),0,1,0,0,0,1,0,0,0,0,0
121,KKR,KK14126,INSECT COLLECTOR,"National Centre For Disease Control, Directorate General of Health Services, Ministry of Health & Family Welfare",18-27,Level 2,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
122,KKR,KK14226,LABORATORY ATTENDANT,"National Centre For Disease Control , Directorate General of Health Services,",18-25,Level 1,Matriculation (10th),2,0,1,1,1,5,1,0,0,0,0
123,KKR,KK14326,LABORATORY ASSISTANT,"National Centre For Disease Control, Directorate General of Health Services, Ministry of Health & Family Welfare",18-25,Level 4,Graduation & Above,0,0,2,0,0,2,0,0,0,0,0
124,MPR,MP10126,Library Clerk,"National Medical Library , Directorate General of",18-25,Level 2,Higher Secondary (10+2),0,0,1,0,0,1,0,0,0,0,0
125,MPR,MP10226,Pharmacist-Cum-Clerk,"Directorate General of Health Services, Government Medical Store",21-28,Level 5,Higher Secondary (10+2),0,1,1,3,0,5,0,0,0,0,0
126,MPR,MP10326,Field Assistant (Iodine Deficiency Disorder),"Directorate General of Health Services, Dept. of Health and Family Welfare,",18-25,Level 3,Higher Secondary (10+2),0,0,1,1,0,2,0,0,0,0,0
127,MPR,MP10426,Operation Theatre Technician,"Central Government Health Scheme (CGHS) (HQ), Department of Health and",20-25,Level 4,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
128,MPR,MP10526,Pharmacist (Allopathic),"Central Government Health Scheme (CGHS), Dept. of Health and Family Welfare, Ministry of Health & Family Welfare",18-27,Level 5,Graduation & Above,15,2,9,32,10,68,10,3,1,0,0
129,MPR,MP10626,Medical Attendant,"Central Government Health Scheme(CGHS), Dept. of Health and Family Welfare, Ministry of Health & Family Welfare",18-25,Level 1,Matriculation (10th),18,18,55,115,29,235,10,3,3,5,1
